Color,Name,Kms_Driven,Owner,Fuel,RTO,Tranmission,Price,Body_type,Variant,Airbags,Alloy_wheels,Cruise_control,Infotainment_system,Parking_sensors,Push_button_start,Steering_mounted_controls,Sunroof_moonroof
white,2021 KIA SELTOS,"20,474 KM",1ST,PETROL,MH-20,Manual,"₹12,98,000",suv,HTX 1.5 PETROLManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
white,2022 Toyota URBAN CRUISER,"2,870 KM",1ST,PETROL,MP-09,Manual,"₹9,56,000",suv,PREMIUM GRADE MTManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
white,2017 Hyundai Creta,"42,089 KM",1ST,PETROL,KA-04,Manual,"₹8,71,000",suv,E PLUS 1.6 PETROLManual,1.0,,,,,,1.0,
white,2022 Hyundai Creta,"6,397 KM",1ST,PETROL,CH-01,Manual,"₹11,61,000",suv,EX 1.5 PETROLManual,1.0,,,1.0,1.0,,1.0,
white,2019 MG HECTOR,"48,581 KM",1ST,DIESEL,KA-03,Manual,"₹15,63,000",suv,SHARP 2.0 DIESEL DUAL TONEManual,,,,,,,,
white,2017 Maruti Vitara Brezza,"27,463 KM",1ST,DIESEL,KA-51,Manual,"₹9,17,000",suv,ZDI PLUSManual,,,,,,,,
white,2016 Hyundai Creta,"40,813 KM",2ND,PETROL,KA-20,Automatic,"₹8,61,000",suv,SX PLUS AT 1.6 PETROLAutomatic,1.0,1.0,,,1.0,,1.0,
white,2018 Tata NEXON,"62,753 KM",1ST,PETROL,MH-12,Manual,"₹6,56,000",suv,XM PETROLManual,1.0,,,,1.0,,1.0,
white,2020 Ford FREESTYLE,"23,750 KM",1ST,PETROL,TN-14,Manual,"₹6,21,000",suv,TITANIUM 1.2 PETROLManual,1.0,,,1.0,1.0,1.0,1.0,
white,2018 Honda WR-V,"86,586 KM",1ST,DIESEL,UP-14,Manual,"₹5,51,000",suv,1.5L I-DTEC S MTManual,1.0,,,,,,1.0,
white,2016 Hyundai Creta,"65,725 KM",2ND,DIESEL,TN-06,Automatic,"₹8,62,000",suv,SX PLUS AT 1.6 DIESELAutomatic,1.0,1.0,,,1.0,,1.0,
white,2015 Hyundai Creta,"1,13,052 KM",1ST,DIESEL,TN-22,Manual,"₹6,43,000",suv,BASE 1.4 DIESELManual,,,,,,,,
white,2020 MG HECTOR,"26,162 KM",1ST,PETROL,HR-26,Manual,"₹14,34,000",suv,SHARP HYBRID 1.5 PETROLManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
white,2021 Maruti Vitara Brezza,"60,962 KM",1ST,PETROL,GJ-01,Manual,"₹7,56,200",suv,VXIManual,,,,,,,,
white,2020 Mahindra XUV 3OO,"38,933 KM",1ST,DIESEL,GJ-01,Automatic,"₹10,68,000",suv,W8 (O) 1.5 DIESEL AMTAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
white,2018 Maruti Vitara Brezza,"36,149 KM",1ST,DIESEL,DL-2C,Automatic,"₹7,61,000",suv,ZDI PLUS AMTAutomatic,,,,,,,,
white,2018 Tata NEXON,"42,647 KM",1ST,PETROL,CH-01,Automatic,"₹7,27,000",suv,XZA PLUS PETROLAutomatic,1.0,1.0,,1.0,1.0,1.0,1.0,
white,2015 Ford Ecosport,"56,230 KM",2ND,PETROL,TN-18,Automatic,"₹5,07,000",suv,TITANIUM 1.5L PETROL ATAutomatic,,,,,,,,
white,2015 Maruti Ertiga,"89,664 KM",2ND,CNG,MH-04,Manual,"₹6,06,000",suv,VXI CNGManual,,,,,,,,
white,2019 Hyundai Creta,"56,549 KM",2ND,PETROL,MH-01,Manual,"₹8,88,000",suv,SX 1.6 PETROLManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
white,2019 Ford Ecosport,"38,430 KM",1ST,PETROL,DL-8C,Automatic,"₹7,88,000",suv,TITANIUM + 1.5L PETROL ATAutomatic,,,,,,,,
white,2018 Maruti Vitara Brezza,"95,697 KM",2ND,DIESEL,TN-63,Manual,"₹7,77,000",suv,ZDI PLUSManual,,,,,,,,
white,2017 Maruti Vitara Brezza,"83,129 KM",1ST,DIESEL,MH-14,Manual,"₹8,08,000",suv,ZDI PLUSManual,,,,,,,,
white,2019 KIA SELTOS,"82,773 KM",1ST,DIESEL,TN-87,Automatic,"₹14,08,000",suv,GTX PLUS AT 1.5 DIESELAutomatic,,,,,,,,
white,2022 Volkswagen TAIGUN,"15,085 KM",1ST,PETROL,TS-09,Automatic,"₹16,34,000",suv,TOPLINE 1.0 TSI ATAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
white,2014 Maruti Ertiga,"1,03,185 KM",1ST,CNG,MH-03,Manual,"₹5,81,000",suv,VXI CNGManual,,,,,,,,
white,2017 Ford Ecosport,"61,120 KM",3RD,PETROL,TN-12,Manual,"₹5,54,000",suv,TITANIUM 1.5L PETROLManual,1.0,1.0,,,1.0,1.0,1.0,
white,2019 Ford Ecosport,"22,575 KM",1ST,PETROL,MH-04,Manual,"₹7,24,600",suv,TITANIUM 1.5L PETROLManual,1.0,1.0,,1.0,1.0,1.0,1.0,
white,2017 Hyundai Creta,"61,025 KM",2ND,DIESEL,TN-14,Manual,"₹8,63,000",suv,SX 1.6 DIESELManual,1.0,1.0,,,1.0,,1.0,
white,2018 Ford Ecosport,"31,122 KM",1ST,PETROL,UP-32,Manual,"₹6,94,000",suv,TITANIUM 1.5L PETROLManual,1.0,1.0,,,1.0,1.0,1.0,
white,2019 Hyundai VENUE,"43,903 KM",2ND,PETROL,HR-29,Automatic,"₹8,73,000",suv,SX PLUS 1.0 TURBO DCTAutomatic,,,,,,,,
white,2020 Tata NEXON,"27,759 KM",1ST,PETROL,UP-14,Manual,"₹7,19,000",suv,XM PETROLManual,1.0,,,,1.0,,,
white,2021 Honda WR-V,"78,163 KM",1ST,DIESEL,TS-06,Manual,"₹10,00,000",suv,1.5L I-DTEC VX MTManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
white,2016 Hyundai Creta,"57,273 KM",1ST,PETROL,DL-3C,Manual,"₹7,46,000",suv,E PLUS 1.6 PETROLManual,1.0,,,,,,1.0,
white,2020 Honda WR-V,"25,439 KM",1ST,PETROL,TS-07,Manual,"₹8,49,600",suv,1.2L I-VTEC VX MTManual,,,,,,,,
white,2022 Hyundai VENUE,"39,761 KM",1ST,PETROL,TN-11,Manual,"₹8,30,000",suv,S 1.2Manual,,,,,,,,
white,2018 Hyundai Creta,"60,036 KM",1ST,PETROL,HR-10,Manual,"₹9,79,000",suv,SX (O) 1.6 PETROLManual,,,,,,,,
white,2018 Ford Ecosport,"73,312 KM",1ST,DIESEL,MH-04,Manual,"₹7,63,000",suv,TITANIUM + 1.5L DIESELManual,1.0,1.0,1.0,,1.0,1.0,1.0,
white,2016 Hyundai Creta,"40,127 KM",1ST,PETROL,TN-22,Manual,"₹8,48,000",suv,SX PLUS 1.6 PETROLManual,1.0,1.0,,,1.0,,1.0,
white,2021 Renault TRIBER,"45,532 KM",1ST,PETROL,TN-29,Manual,"₹6,54,000",suv,RXTManual,,,,,,,,
white,2022 Tata NEXON,"30,108 KM",1ST,DIESEL,GJ-27,Manual,"₹11,26,000",suv,XZ PLUS (HS) DIESEL DUAL TONEManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
white,2022 Tata NEXON,"32,928 KM",1ST,DIESEL,PB-02,Automatic,"₹11,09,000",suv,XZA PLUS (O) DIESELAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
white,2020 Honda WR-V,"61,360 KM",1ST,DIESEL,HR-10,Manual,"₹8,30,000",suv,1.5 i-DTEC VX MTManual,,,,,,,,
white,2016 Ford Ecosport,"66,969 KM",1ST,PETROL,TN-10,Manual,"₹5,29,000",suv,AMBIENTE 1.5L PETROLManual,,,,,,,,
white,2022 KIA CARENS,"67,656 KM",1ST,DIESEL,TS-08,Automatic,"₹17,11,000",suv,LUXURY PLUS 1.5 DIESEL AT 6 STRAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
white,2022 Mahindra XUV 3OO,"21,151 KM",1ST,PETROL,GJ-01,Manual,"₹9,12,000",suv,W6 1.2 PETROLManual,1.0,,,,1.0,,1.0,1.0
white,2018 Ford Ecosport,"42,096 KM",1ST,PETROL,TN-14,Automatic,"₹8,11,000",suv,TITANIUM + 1.5L PETROL ATAutomatic,1.0,1.0,1.0,,1.0,1.0,1.0,
white,2017 Honda WR-V,"32,218 KM",1ST,PETROL,TN-10,Manual,"₹7,80,000",suv,1.2L I-VTEC VX MTManual,1.0,1.0,,,1.0,1.0,1.0,1.0
white,2022 Mahindra XUV 3OO,"24,536 KM",1ST,PETROL,GJ-27,Automatic,"₹10,99,000",suv,W8 (O) 1.2 PETROL AMTAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
white,2021 Mahindra Scorpio,"18,120 KM",2ND,DIESEL,UP-44,Manual,"₹14,84,000",suv,S11Manual,,,,,,,,
white,2020 Mahindra Bolero,"39,995 KM",1ST,DIESEL,UP-16,Manual,"₹8,11,000",suv,B6 (O)Manual,,,,,,,,
white,2016 Toyota Innova Crysta,"40,801 KM",2ND,PETROL,DL-1C,Automatic,"₹11,74,000",suv,2.7 ZX AT 7 STRAutomatic,,,,,,,,
white,2019 MG HECTOR,"28,093 KM",2ND,PETROL,KA-09,Manual,"₹14,27,000",suv,SHARP HYBRID 1.5 PETROLManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
white,2022 KIA CARENS,"13,916 KM",1ST,PETROL,TN-10,Manual,"₹12,18,000",suv,PRESTIGE 1.4 PETROL 7 STRManual,,,,,,,,
white,2013 Maruti Ertiga,"73,951 KM",2ND,CNG,MH-04,Manual,"₹5,76,000",suv,ZXIManual,,,,,,,,
red,2019 Tata NEXON,"41,609 KM",2ND,PETROL,KA-41,Automatic,"₹8,68,000",suv,XZA PLUS PETROL DUAL TONEAutomatic,,,,,,,,
red,2017 Mahindra Thar,"55,082 KM",2ND,DIESEL,MH-46,Manual,"₹7,35,000",suv,CRDE 4X4 ACManual,,1.0,,,,,,
red,2016 Mahindra Kuv100,"97,747 KM",2ND,DIESEL,KA-06,Manual,"₹3,51,000",suv,K4 PLUS D 6 STRManual,1.0,,,,,,,
red,2021 Volkswagen TAIGUN,"39,095 KM",1ST,PETROL,TS-13,Automatic,"₹13,35,000",suv,HIGHLINE 1.0 TSI ATAutomatic,,,,,,,,
red,2018 Maruti Vitara Brezza,"65,830 KM",2ND,DIESEL,DL-4C,Manual,"₹5,87,000",suv,VDIManual,,,,,,,,
red,2018 Honda WR-V,"44,206 KM",1ST,DIESEL,BR-06,Manual,"₹6,04,000",suv,1.5L I-DTEC VX MTManual,,,,,,,,
red,2020 KIA SONET,"44,428 KM",1ST,PETROL,KA-03,Manual,"₹11,08,000",suv,GTX PLUS 1.0 IMTManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2017 Maruti Vitara Brezza,"54,363 KM",2ND,DIESEL,KA-03,Manual,"₹8,66,000",suv,ZDIManual,,,,,,,,
red,2018 Mahindra KUV 100 NXT,"25,655 KM",1ST,PETROL,DL-8C,Manual,"₹3,92,000",suv,K4+ P 6 STRManual,1.0,,,,,,,
red,2022 Maruti XL6,"13,885 KM",1ST,PETROL,MH-46,Automatic,"₹13,44,000",suv,ALPHA ATAutomatic,,,,,,,,
red,2017 Renault Duster,"47,530 KM",1ST,PETROL,WB-02,Manual,"₹4,90,000",suv,RXL PETROLManual,,,,,,,,
red,2019 KIA SELTOS,"34,148 KM",1ST,PETROL,KA-03,Automatic,"₹16,22,000",suv,GTX PLUS DCT 1.4 PETROLAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2018 Maruti Vitara Brezza,"40,190 KM",2ND,DIESEL,DL-9C,Manual,"₹7,07,000",suv,ZDI PLUSManual,,,,,,,,
red,2022 Maruti BREZZA,"23,928 KM",1ST,PETROL,DL-3C,Manual,"₹11,69,000",suv,ZXI SMART HYBRID DUAL TONEManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2019 Tata NEXON,"38,585 KM",1ST,PETROL,GJ-05,Manual,"₹7,16,000",suv,XZ PLUS PETROL DUAL TONEManual,,,,,,,,
red,2017 Hyundai Creta,"60,448 KM",1ST,PETROL,MH-04,Manual,"₹7,52,000",suv,E PLUS 1.6 PETROLManual,1.0,,,,,,1.0,
red,2018 Mahindra Scorpio,"94,623 KM",1ST,DIESEL,TS-07,Manual,"₹9,73,000",suv,S5Manual,1.0,,,,,,,
red,2017 Renault Duster,"85,431 KM",2ND,DIESEL,KA-01,Automatic,"₹7,10,000",suv,110 PS RXZ 4X2 AMT DIESELAutomatic,1.0,1.0,1.0,,1.0,,1.0,
red,2017 Hyundai Creta,"99,128 KM",1ST,DIESEL,TS-07,Manual,"₹9,50,000",suv,SX 1.6 DIESELManual,1.0,1.0,,,1.0,,1.0,
red,2017 Maruti Vitara Brezza,"62,590 KM",1ST,DIESEL,MH-12,Manual,"₹6,85,000",suv,LDI (O)Manual,,,,,,,,
red,2022 Nissan MAGNITE,"18,809 KM",2ND,PETROL,KA-03,Manual,"₹8,03,000",suv,XV PREMIUMManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
red,2022 Mahindra Thar,"8,464 KM",2ND,PETROL,TN-10,Automatic,"₹15,23,000",suv,LX PETROL HT 4WD ATAutomatic,1.0,1.0,1.0,1.0,1.0,,1.0,
red,2022 Volkswagen TAIGUN,"3,359 KM",1ST,PETROL,MH-02,Automatic,"₹14,03,000",suv,HIGHLINE 1.0 TSI ATAutomatic,1.0,1.0,,1.0,1.0,,1.0,
red,2021 Mahindra Thar,"21,393 KM",1ST,PETROL,KA-03,Automatic,"₹14,70,000",suv,LX P 4WD AT CONVERTIBLEAutomatic,1.0,1.0,1.0,1.0,1.0,,1.0,
red,2022 Toyota URBAN CRUISER HYRYDER,"10,825 KM",1ST,PETROL,MH-05,Manual,"₹16,52,000",suv,V AWD NEO DRIVEManual,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
red,2018 Tata NEXON,"25,655 KM",1ST,PETROL,KA-03,Manual,"₹8,57,000",suv,XZ PLUS PETROLManual,1.0,1.0,,1.0,1.0,1.0,1.0,
red,2022 KIA SELTOS,"10,845 KM",1ST,PETROL,KA-05,Manual,"₹13,86,000",suv,HTX 1.5 PETROLManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2021 Mahindra XUV 3OO,"79,714 KM",1ST,DIESEL,MH-14,Manual,"₹8,92,000",suv,W6 1.5 DIESELManual,1.0,,,,1.0,,1.0,1.0
red,2016 Honda BR-V,"1,13,852 KM",1ST,PETROL,MH-12,Manual,"₹6,40,000",suv,1.5L I-VTEC VManual,1.0,1.0,,,,,1.0,
red,2022 Mahindra Thar,"21,026 KM",1ST,DIESEL,MH-12,Automatic,"₹16,98,000",suv,LX D 4WD AT CONVERTIBLEAutomatic,1.0,1.0,1.0,1.0,1.0,,1.0,
red,2022 KIA SELTOS,"10,325 KM",1ST,PETROL,PB-65,Manual,"₹11,01,000",suv,HTK 1.5 PETROLManual,,,,,,,,
red,2018 Tata NEXON,"38,137 KM",1ST,PETROL,TS-07,Manual,"₹8,39,000",suv,XZ PLUS PETROL DUAL TONEManual,,,,,,,,
red,2018 Renault Duster,"27,045 KM",2ND,PETROL,KA-03,Automatic,"₹8,07,000",suv,RXS CVTAutomatic,1.0,1.0,,1.0,,,1.0,
red,2017 Mahindra KUV 100 NXT,"51,642 KM",1ST,DIESEL,UP-14,Manual,"₹3,98,000",suv,K8 D 6 STR DUAL TONEManual,,,,,,,,
red,2017 Hyundai Creta,"57,971 KM",1ST,PETROL,MH-03,Manual,"₹7,61,000",suv,E PLUS 1.6 PETROLManual,1.0,,,,,,1.0,
red,2021 Toyota URBAN CRUISER,"61,959 KM",1ST,PETROL,UP-16,Automatic,"₹8,08,000",suv,MID GRADE ATAutomatic,1.0,,,,1.0,1.0,1.0,
red,2022 Maruti BREZZA,"13,481 KM",1ST,PETROL,MP-67,Manual,"₹11,74,000",suv,ZXI + SMART HYBRIDManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2016 Maruti Vitara Brezza,"63,989 KM",1ST,DIESEL,MH-14,Manual,"₹7,97,000",suv,ZDIManual,,,,,,,,
red,2019 KIA SELTOS,"28,165 KM",1ST,PETROL,KA-03,Manual,"₹13,24,000",suv,GTX 1.4 PETROLManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
red,2017 Maruti Vitara Brezza,"93,189 KM",1ST,DIESEL,HR-30,Manual,"₹5,49,000",suv,VDI (O)Manual,1.0,,,,1.0,,,
red,2017 Mahindra Kuv100,"78,000 KM",1ST,DIESEL,UP-16,Manual,"₹3,26,000",suv,K4+ D 6 STRManual,,,,,,,,
red,2016 Maruti Vitara Brezza,"79,880 KM",1ST,DIESEL,DL-14,Manual,"₹7,00,000",suv,VDI (O)Manual,1.0,,,,1.0,,,
red,2022 Mahindra XUV 3OO,"10,228 KM",1ST,PETROL,KA-03,Automatic,"₹12,94,000",suv,W8 (O) 1.2 PETROL AMTAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2022 Nissan MAGNITE,"10,377 KM",1ST,PETROL,TN-10,Automatic,"₹9,64,000",suv,XV PREMIUM TURBO CVTAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
red,2022 Volkswagen TAIGUN,"14,450 KM",2ND,PETROL,GJ-01,Automatic,"₹12,95,000",suv,HIGHLINE 1.0 TSI ATAutomatic,1.0,1.0,,1.0,1.0,,1.0,
red,2016 Hyundai Creta,"52,778 KM",2ND,DIESEL,KA-53,Automatic,"₹10,22,000",suv,SX PLUS AT 1.6 DIESELAutomatic,1.0,1.0,,,1.0,,1.0,
red,2018 Mahindra Scorpio,"85,258 KM",1ST,DIESEL,TS-07,Manual,"₹9,41,300",suv,S5Manual,1.0,,,,,,,
red,2017 Ford Ecosport,"93,866 KM",2ND,DIESEL,MP-09,Manual,"₹5,62,000",suv,TITANIUM+ 1.5L DIESELManual,1.0,1.0,,,1.0,1.0,1.0,
red,2017 Honda BR-V,"65,146 KM",1ST,DIESEL,GJ-01,Manual,"₹5,96,000",suv,1.5L I- DTEC SManual,1.0,,,,,,1.0,
red,2020 KIA SELTOS,"98,518 KM",1ST,DIESEL,DL-3C,Automatic,"₹13,02,000",suv,GTX PLUS AT 1.5 DIESELAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2014 Nissan Terrano,"1,08,348 KM",2ND,DIESEL,KA-51,Manual,"₹5,68,000",suv,XV D THP PREMIUM 110 PSManual,,1.0,,,1.0,,,
red,2017 Mahindra TUV300,"66,145 KM",1ST,DIESEL,KA-04,Manual,"₹7,53,000",suv,T8Manual,1.0,1.0,,,1.0,,1.0,
red,2017 Hyundai Creta,"49,904 KM",2ND,PETROL,KA-05,Manual,"₹8,65,000",suv,E PLUS 1.6 PETROLManual,1.0,,,,,,1.0,
red,2021 KIA SONET,"27,218 KM",1ST,DIESEL,WB-12,Manual,"₹9,52,000",suv,HTX 1.5Manual,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
red,2016 Hyundai Creta,"53,031 KM",2ND,PETROL,KA-05,Manual,"₹8,83,000",suv,SX PLUS 1.6 PETROLManual,1.0,,,,,,,
red,2021 Tata NEXON,"32,728 KM",1ST,DIESEL,TS-12,Manual,"₹8,72,000",suv,XM DIESELManual,1.0,,,,1.0,,,
red,2016 Hyundai Creta,"78,620 KM",2ND,PETROL,TN-02,Manual,"₹6,96,000",suv,S 1.6 PETROLManual,,,,,,,1.0,
red,2022 Maruti BREZZA,"11,537 KM",1ST,PETROL,MH-04,Manual,"₹12,30,000",suv,ZXI SMART HYBRID DUAL TONEManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2018 Mahindra KUV 100 NXT,"32,163 KM",1ST,PETROL,KL-35,Manual,"₹5,63,000",suv,K8 P 6 STRManual,1.0,1.0,,1.0,1.0,,1.0,
red,2019 Hyundai Creta,"81,691 KM",2ND,DIESEL,TN-09,Manual,"₹11,80,000",suv,SX (O) EXECUTIVE 1.6 DIESELManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2023 Maruti BREZZA,"4,486 KM",1ST,PETROL,TS-08,Manual,"₹10,79,000",suv,VXI SMART HYBRIDManual,1.0,,,1.0,1.0,,1.0,
red,2017 Maruti Vitara Brezza,"1,21,082 KM",1ST,DIESEL,GJ-23,Manual,"₹6,47,000",suv,VDI (O)Manual,1.0,,,,1.0,,,
red,2017 Honda WR-V,"82,845 KM",1ST,PETROL,TN-20,Manual,"₹6,25,000",suv,1.2L I-VTEC S MTManual,1.0,,,,,,1.0,
red,2017 Nissan Terrano,"58,224 KM",2ND,DIESEL,MH-12,Manual,"₹6,20,000",suv,XV PREMIUM DManual,1.0,1.0,1.0,,1.0,,1.0,
red,2016 Maruti Vitara Brezza,"1,07,604 KM",1ST,DIESEL,KA-01,Manual,"₹7,86,000",suv,ZDI PLUS DUAL TONEManual,,,,,,,,
red,2021 KIA SONET,"39,918 KM",1ST,PETROL,TN-02,Automatic,"₹9,83,000",suv,HTK PLUS 1.0 DCTAutomatic,,,,,,,,
red,2019 Honda WR-V,"21,556 KM",1ST,PETROL,GJ-05,Manual,"₹7,51,000",suv,1.2L I-VTEC VX MTManual,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
red,2016 Maruti Vitara Brezza,"56,119 KM",1ST,DIESEL,KA-02,Manual,"₹8,65,000",suv,ZDIManual,,,,,,,,
red,2017 Maruti Vitara Brezza,"87,977 KM",1ST,DIESEL,WB-02,Manual,"₹6,05,000",suv,ZDI PLUS DUAL TONEManual,,,,,,,,
red,2018 Mahindra KUV 100 NXT,"53,177 KM",1ST,PETROL,MH-02,Manual,"₹5,20,000",suv,K8 P 6 STR DUAL TONEManual,,,,,,,,
red,2020 MG HECTOR,"44,379 KM",1ST,DIESEL,MH-12,Manual,"₹15,92,000",suv,SHARP 2.0 DIESELManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2017 Maruti Vitara Brezza,"80,561 KM",2ND,DIESEL,TS-07,Manual,"₹8,03,000",suv,ZDIManual,,,,,,,,
red,2017 Nissan Terrano,"97,904 KM",2ND,DIESEL,MH-01,Automatic,"₹6,52,000",suv,XV D PREMIUM AMTAutomatic,,,,,,,,
red,2023 Maruti BREZZA,"1,457 KM",1ST,PETROL,TS-08,Manual,"₹12,86,000",suv,ZXI SMART HYBRID DUAL TONEManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2016 Hyundai Creta,"87,238 KM",1ST,PETROL,UP-16,Manual,"₹7,22,000",suv,S 1.6 PETROLManual,1.0,,,,,,1.0,
red,2017 Honda WR-V,"44,203 KM",1ST,PETROL,DL-9C,Manual,"₹6,82,000",suv,1.2L I-VTEC VX MTManual,1.0,1.0,,,1.0,1.0,1.0,1.0
red,2017 Hyundai Creta,"54,639 KM",1ST,PETROL,KA-05,Manual,"₹9,53,000",suv,SX PLUS 1.6 PETROL DUAL TONEManual,,1.0,,,1.0,1.0,1.0,
red,2022 Tata NEXON,"43,474 KM",1ST,PETROL,TN-14,Manual,"₹8,81,000",suv,XM SUNROOF PETROLManual,1.0,,,,1.0,,,1.0
red,2016 Maruti Vitara Brezza,"86,670 KM",1ST,DIESEL,KA-19,Manual,"₹7,55,000",suv,VDIManual,,,,,,,,
red,2022 MG HECTOR,"10,274 KM",1ST,PETROL,WB-06,Automatic,"₹16,51,000",suv,SHARP 1.5 PETROL CVTAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2019 Maruti Vitara Brezza,"20,806 KM",1ST,DIESEL,HR-26,Automatic,"₹7,40,000",suv,VDI AMTAutomatic,,,,,,,,
red,2020 MG HECTOR,"73,751 KM",1ST,PETROL,TN-14,Manual,"₹15,60,000",suv,SHARP HYBRID 1.5 PETROLManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2018 Renault Duster,"43,966 KM",1ST,PETROL,MP-04,Automatic,"₹7,02,000",suv,RXS CVTAutomatic,1.0,1.0,,,,,1.0,
red,2020 Tata NEXON,"30,985 KM",1ST,PETROL,TN-12,Manual,"₹8,33,000",suv,XZ PLUS PETROLManual,1.0,1.0,,1.0,1.0,1.0,1.0,
red,2021 Nissan MAGNITE,"20,488 KM",2ND,PETROL,GJ-01,Automatic,"₹7,10,000",suv,XV EXECUTIVE TURBO CVTAutomatic,,,,,,,,
red,2018 Tata NEXON,"90,796 KM",1ST,DIESEL,KA-53,Manual,"₹7,96,000",suv,XZ PLUS DIESELManual,1.0,1.0,,1.0,1.0,1.0,1.0,
red,2020 Hyundai Creta,"30,499 KM",1ST,PETROL,KA-05,Automatic,"₹16,89,000",suv,SX (O) 1.4 TURBO DCT DUAL TONEAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2019 Mahindra XUV 3OO,"44,569 KM",1ST,PETROL,HR-26,Manual,"₹7,28,000",suv,W6 1.2 PETROLManual,1.0,,,1.0,1.0,,1.0,
red,2016 Maruti Vitara Brezza,"58,285 KM",1ST,DIESEL,MH-01,Manual,"₹7,77,000",suv,ZDI PLUS DUAL TONEManual,,,,,,,,
red,2019 Mahindra XUV 3OO,"58,309 KM",1ST,PETROL,HR-13,Manual,"₹8,14,000",suv,W8 (O) 1.2 PETROLManual,,,,,,,,
red,2020 Mahindra KUV 100 NXT,"10,875 KM",1ST,PETROL,KL-39,Manual,"₹6,05,000",suv,K8 P 6 STRManual,1.0,1.0,,1.0,1.0,,1.0,
red,2016 Maruti Vitara Brezza,"74,347 KM",1ST,DIESEL,PB-65,Manual,"₹5,94,000",suv,VDI (O)Manual,1.0,,,,1.0,,,
red,2019 Tata NEXON,"38,495 KM",2ND,PETROL,TN-59,Manual,"₹7,55,000",suv,XZ PLUS PETROL DUAL TONEManual,,,,,,,,
red,2018 Maruti Vitara Brezza,"48,627 KM",1ST,DIESEL,GJ-27,Manual,"₹7,40,000",suv,VDIManual,,,,,,,,
red,2018 Mahindra KUV 100 NXT,"28,547 KM",1ST,PETROL,BR-01,Manual,"₹4,43,000",suv,K6+ P 6 STRManual,1.0,,,1.0,,,1.0,
red,2018 Honda WR-V,"44,113 KM",1ST,PETROL,MH-02,Manual,"₹6,28,000",suv,1.2L I-VTEC VX MTManual,,,,,,,,
red,2016 Maruti Vitara Brezza,"1,00,184 KM",1ST,DIESEL,MH-04,Manual,"₹7,20,000",suv,ZDI PLUS DUAL TONEManual,,,,,,,,
red,2017 Honda WR-V,"80,735 KM",1ST,PETROL,MH-14,Manual,"₹6,27,000",suv,1.2L I-VTEC VX MTManual,1.0,1.0,,,1.0,1.0,1.0,1.0
red,2019 Tata NEXON,"27,750 KM",2ND,PETROL,TN-75,Manual,"₹6,96,000",suv,XZ PLUS PETROLManual,1.0,1.0,,1.0,1.0,1.0,1.0,
red,2021 Nissan MAGNITE,"27,429 KM",2ND,PETROL,TN-11,Manual,"₹7,71,000",suv,XV PREMIUM DUAL TONEManual,,,,,,,,
red,2022 Hyundai VENUE,"7,754 KM",1ST,PETROL,KA-53,Automatic,"₹13,92,000",suv,SX (O) 1.0 TURBO DCTAutomatic,,,,,,,,
red,2019 Hyundai VENUE,"16,383 KM",1ST,PETROL,TN-03,Manual,"₹9,27,000",suv,SX 1.0 (O) TURBOManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
